,Unnamed: 0,Unnamed: 0.1,count,references
2288,2289,See the fourth volume of Germar s Magazin der Entomologie,1,the fourth volume of Germar s Magazin der Entomologie
2289,2290,"See Fish Eye Stone
Spec",1,"Fish Eye Stone
Spec"
2290,2291,"See Dredg
ing-Machine",1,"Dredg
ing-Machine"
2291,2292,See Midwifery,1,Midwifery
2292,2293,See his Observation,1,his Observation
2293,2294,"See the
article Navarre",1,"the
article Navarre"
2294,2295,See C^isar,1,C^isar
2295,2296,See Archery,1,Archery
2296,2297,See Belshazzar,1,Belshazzar
2297,2298,See Caeact,1,Caeact
2298,2299,See Antinomians,1,Antinomians
2318,2319,See the Biographia Dramatica,1,the Biographia Dramatica
2319,2320,See Fordun,1,Fordun
2320,2321,See Dock-yard,1,Dock-yard
2321,2322,See Bijanagur,1,Bijanagur
2340,2341,See the article Age,1,the article Age
2341,2342,"See the article Ship
building",1,"the article Ship
building"
2342,2343,See 1 ranting,1,1 ranting
2343,2344,See Dirksen’s Uebersicht der hisherige,1,Dirksen’s Uebersicht der hisherige
2344,2345,"See Mam-
MAIAA",1,"Mam-
MAIAA"
2345,2346,See Mining Review,1,Mining Review
2346,2347,"See Encyclopedic—
planches",1,"Encyclopedic—
planches"
2347,2348,See the Progress of the Nation,1,the Progress of the Nation
2348,2349,See Spodumene,1,Spodumene
2349,2350,See Asphaltites,1,Asphaltites
2350,2351,See Law 28 Pluvoise,1,Law 28 Pluvoise
2351,2352,See Lalaude,1,Lalaude
2352,2353,See Nouvcaux Elements de la Geometric,1,Nouvcaux Elements de la Geometric
2353,2354,See Bishop,1,Bishop
2354,2355,See the article Balance,1,the article Balance
2339,2340,See his paper already quoted from the Philosophical Transactions for 1800,1,his paper already quoted from the Philosophical Transactions for 1800
2338,2339,"See also Entomologia Edinemis (Introduction); the
article Inscctes in the Diet",1,"also Entomologia Edinemis (Introduction); the
article Inscctes in the Diet"
2337,2338,See Cordage,1,Cordage
2328,2329,See Itossi’s Fauna Etrusca,1,Itossi’s Fauna Etrusca
2322,2323,See Agriculture and Brewing,1,Agriculture and Brewing
2323,2324,"See a Paper by Mr Ramage of
Aberdeen",1,"a Paper by Mr Ramage of
Aberdeen"
2324,2325,See description of the Stowe gardens in Mr Wheatley’s work,1,description of the Stowe gardens in Mr Wheatley’s work
2325,2326,See Stuart’s Commentary on the Hebrews,1,Stuart’s Commentary on the Hebrews
2326,2327,"See Mi
neralogy",1,"Mi
neralogy"
2327,2328,See Aristeae,1,Aristeae
2329,2330,"See note to
Hexastyle",1,"note to
Hexastyle"
2336,2337,See General,1,General
2330,2331,See Calendar and Chronology,1,Calendar and Chronology
2331,2332,See the confession of Jerom,1,the confession of Jerom
2332,2333,See Picken’s work on the Canadas,1,Picken’s work on the Canadas
2333,2334,See V,1,V
2334,2335,"See Memoirs on the Ruins of Ba
bylon",1,"Memoirs on the Ruins of Ba
bylon"
2335,2336,See Mollusca,1,Mollusca
2283,2284,See Cic,1,Cic
2281,2282,See Novi Commentarii Soc,1,Novi Commentarii Soc
2208,2209,See in the Edinburgh Journal of Science,1,in the Edinburgh Journal of Science
2226,2227,See Major Long’s Memoirs,1,Major Long’s Memoirs
2228,2229,"See article
Egypt",1,"article
Egypt"
2229,2230,"See Pro
gression",1,"Pro
gression"
2230,2231,See Thomas a Kempis,1,Thomas a Kempis
2231,2232,See Vesuvian,1,Vesuvian
2232,2233,"See Lord Hailes’s Inquiry into the Secondary Causes which
Edinb",1,"Lord Hailes’s Inquiry into the Secondary Causes which
Edinb"
2233,2234,"See East India
Annual Accounts laid before Parliament",1,"East India
Annual Accounts laid before Parliament"
2234,2235,See Life of Clarendon,1,Life of Clarendon
2235,2236,See Arracan,1,Arracan
2236,2237,See Journals of the House,1,Journals of the House
2237,2238,See also Statistical Sketches of Upper Canada,1,also Statistical Sketches of Upper Canada
2238,2239,See Aquatinta,1,Aquatinta
2239,2240,See is the cradle of Swiss independence,1,is the cradle of Swiss independence
2240,2241,"See Histoire de la Vie et des Ouvraqes
de M",1,"Histoire de la Vie et des Ouvraqes
de M"
2241,2242,"See Mine- || 1
RALOGV",1,"Mine- || 1
RALOGV"
2242,2243,See Playfair’s Geometry,1,Playfair’s Geometry
2227,2228,"See Scapolite
Pear tree",1,"Scapolite
Pear tree"
2225,2226,See Juggernaut,1,Juggernaut
2280,2281,"See Wood’s History and Antiquities of Oxford;
and Walpole’s Catalogue of Royal and Noble Authors",1,"Wood’s History and Antiquities of Oxford;
and Walpole’s Catalogue of Royal and Noble Authors"
2224,2225,See Farre in Philosophical Transactions,1,Farre in Philosophical Transactions
2209,2210,See Walpole’s Memoirs relating to Turkey,1,Walpole’s Memoirs relating to Turkey
2210,2211,"See Dr
* rS EvP0graphical Antiquities",1,"Dr
* rS EvP0graphical Antiquities"
2211,2212,See page 406,1,page 406
2212,2213,See Type-founding,1,Type-founding
2213,2214,See Provost,1,Provost
2214,2215,See Article Banks,1,Article Banks
2215,2216,"See the Introduction^)
The formulae given above for the roots of a cubic equa
tion may be put under a different form",1,"the Introduction^)
The formulae given above for the roots of a cubic equa
tion may be put under a different form"
2216,2217,"See the joints in the heading
courses next the upright angle of the wall fig",1,"the joints in the heading
courses next the upright angle of the wall fig"
2217,2218,See Annales de Chimie et de Physique,1,Annales de Chimie et de Physique
2218,2219,See also the article Scotland,1,also the article Scotland
2219,2220,See Ants,1,Ants
2220,2221,See likewise Eichhorn’s Deutsche Staats-und Rechtsgeschichte,1,likewise Eichhorn’s Deutsche Staats-und Rechtsgeschichte
2221,2222,See Petersburg,1,Petersburg
2222,2223,"See particu
larly the article Poland",1,"particu
larly the article Poland"
2223,2224,See a very elegant volume entitled “ Gabrielis Facrni Cremonensis Fabula; centum,1,a very elegant volume entitled “ Gabrielis Facrni Cremonensis Fabula; centum
2243,2244,See Bdckh,1,Bdckh
2244,2245,"See Ang
ling and Fisheries",1,"Ang
ling and Fisheries"
2245,2246,See Plat,1,Plat
2246,2247,See also tome v,1,also tome v
2265,2266,"See the Chapter on Infinity and
Eternity",1,"the Chapter on Infinity and
Eternity"
2266,2267,See was moved to Avignon,1,was moved to Avignon
2267,2268,See note to Hexastyle,1,note to Hexastyle
2268,2269,See also Arteaga,1,also Arteaga
2269,2270,See First Report on the Commercial Relations between France and Great Britain,1,First Report on the Commercial Relations between France and Great Britain
2270,2271,See Dr Russell’s edition of Keith’s Historical Catalogue of the Scottish Bishops,1,Dr Russell’s edition of Keith’s Historical Catalogue of the Scottish Bishops
2271,2272,See Block-Machinery,1,Block-Machinery
2272,2273,See Lacroix,1,Lacroix
2273,2274,See Phalaris,1,Phalaris
2274,2275,"See Weights
and Measures",1,"Weights
and Measures"
2275,2276,See a description and delineation of this structure in the Bridgewater Treatise on Animal and Vegetable Physiology,1,a description and delineation of this structure in the Bridgewater Treatise on Animal and Vegetable Physiology
2276,2277,"See El ful expedition of Xerxes in Greece ; and having drawn
Espanol",1,"El ful expedition of Xerxes in Greece ; and having drawn
Espanol"
2277,2278,"See Brayley and Britton’s Beauties of England and
Wales ; Driver’s Reports to the Board of Agriculture ;
Milner’s Winchester; Hampshire Repository; Warner’s
Walks through Southampton ; Worsley’s Isle of Wight",1,"Brayley and Britton’s Beauties of England and
Wales ; Driver’s Reports to the Board of Agriculture ;
Milner’s Winchester; Hampshire Repository; Warner’s
Walks through Southampton ; Worsley’s Isle of Wight"
2278,2279,"See Trial
of William Pizzy",1,"Trial
of William Pizzy"
2279,2280,See Plan,1,Plan
2264,2265,See ftuding,1,ftuding
2263,2264,See Henry’s Wallace,1,Henry’s Wallace
2262,2263,See Tides,1,Tides
2253,2254,See Binliotheca Graca,1,Binliotheca Graca
2247,2248,See Ahhydrite,1,Ahhydrite
2248,2249,See Verulam,1,Verulam
2249,2250,"See yBEEC d
who might supply their place",1,"yBEEC d
who might supply their place"
2250,2251,See Pliny,1,Pliny
2251,2252,See his great work,1,his great work
2252,2253,"See Southey’s Life of Wesley; Watson’s Life of Wesley ;
Gillies’s Life of Whitefield; Bogue and Bennet’s History
of Dissenters",1,"Southey’s Life of Wesley; Watson’s Life of Wesley ;
Gillies’s Life of Whitefield; Bogue and Bennet’s History
of Dissenters"
2254,2255,See Whale ,1,Whale 
2261,2262,See Newfoundland,1,Newfoundland
2255,2256,See Amer,1,Amer
2256,2257,See Millin,1,Millin
2257,2258,See ^Enigma,1,^Enigma
2258,2259,See an account of his life and character by Meinecke,1,an account of his life and character by Meinecke
2259,2260,See the article Missouri,1,the article Missouri
2260,2261,See Proscopia,1,Proscopia
1458,1459,See the article Romances,1,the article Romances
1328,1329,See Horticulture),1,Horticulture)
1456,1457,See the plan,1,the plan
650,651,See Maine,1,Maine
652,653,See Chemistry and Mineralogy,1,Chemistry and Mineralogy
653,654,See the work of Klaproth,1,the work of Klaproth
654,655,See the story of the daughter of Neaera,1,the story of the daughter of Neaera
655,656,See Mui,1,Mui
656,657,See the note of the ensuing page,1,the note of the ensuing page
657,658,See the Article Linraries,1,the Article Linraries
658,659,See Mental Diseases,1,Mental Diseases
659,660,See Chigi,1,Chigi
660,661,See ISote Cc,1,ISote Cc
661,662,See Degradation,1,Degradation
662,663,See the account of Mr Arkwright,1,the account of Mr Arkwright
663,664,See Anatomy and Optics,1,Anatomy and Optics
664,665,See his Discourses on the several Dispensations of Revealed Religion,1,his Discourses on the several Dispensations of Revealed Religion
665,666,"See the article
cruiser",1,"the article
cruiser"
666,667,"See De-
lambre",1,"De-
lambre"
651,652,"See likewise Dr Sullivan’s Historical Treatise on the Feu-
io a!^ ^ie Constitution and Laws of England",1,"likewise Dr Sullivan’s Historical Treatise on the Feu-
io a!^ ^ie Constitution and Laws of England"
649,650,See Vita N,1,Vita N
631,632,See Calcedony,1,Calcedony
648,649,See Moller,1,Moller
633,634,"See the article At-
pubhc to be found in the world",1,"the article At-
pubhc to be found in the world"
634,635,See Laina’s History of Scotland,1,Laina’s History of Scotland
635,636,See llkTlse the preface to his Life of Bedell,1,llkTlse the preface to his Life of Bedell
636,637,See account of the temples at Pekin dedicated to the heavens,1,account of the temples at Pekin dedicated to the heavens
637,638,See Alcmaer,1,Alcmaer
638,639,"See Re^ne Ammal‘> U m- P‘ 20?-
3 For descriptive notices (with figures) of several rare and otherwise interesting British Annelides",1,"Re^ne Ammal‘> U m- P‘ 20?-
3 For descriptive notices (with figures) of several rare and otherwise interesting British Annelides"
639,640,"See upon this matter Menasse ben-Israel de Resurrectione Mortuorum; Basnage’s History of the Jews; and Calmet s Dissertation upon
the Sects of the Jews",1,"upon this matter Menasse ben-Israel de Resurrectione Mortuorum; Basnage’s History of the Jews; and Calmet s Dissertation upon
the Sects of the Jews"
640,641,See Harriot,1,Harriot
641,642,"See Whittaker’s History of Craven ; May’s History of
the Parliament; Whitelock’s Memorials; Ludlow’s Me
moirs ; Clarendon’s History of the Rebellion",1,"Whittaker’s History of Craven ; May’s History of
the Parliament; Whitelock’s Memorials; Ludlow’s Me
moirs ; Clarendon’s History of the Rebellion"
642,643,"See the life ot
Brissot",1,"the life ot
Brissot"
643,644,See also Treatise on the Collieries and Coal Trade,1,also Treatise on the Collieries and Coal Trade
644,645,See Evidence before Committee of Lords,1,Evidence before Committee of Lords
645,646,See the article Commentary,1,the article Commentary
646,647,See Tall and High,1,Tall and High
647,648,See Blackburne’s Confessional,1,Blackburne’s Confessional
667,668,See Corundum,1,Corundum
668,669,"See Or
nithology",1,"Or
nithology"
669,670,See the Biographic Vniverselle,1,the Biographic Vniverselle
670,671,See Sidero-Calcite,1,Sidero-Calcite
689,690,See Boristhenes,1,Boristhenes
690,691,See Strabo Casaub,1,Strabo Casaub
691,692,See Safety Lamp,1,Safety Lamp
692,693,See Larus,1,Larus
693,694,See Nicolaiev,1,Nicolaiev
694,695,"See Lesson and
Fr",1,"Lesson and
Fr"
695,696,"See In
dorsement",1,"In
dorsement"
696,697,"See the article Hercu
laneum)",1,"the article Hercu
laneum)"
697,698,See Mechain,1,Mechain
698,699,See Peripteral,1,Peripteral
699,700,See AciUATiNrA,1,AciUATiNrA
700,701,See Arch,1,Arch
701,702,"See Edinburgh
Transactions",1,"Edinburgh
Transactions"
702,703,See Vancouver’s Voyage,1,Vancouver’s Voyage
703,704,See Sail,1,Sail
688,689,See Annales det Arts,1,Annales det Arts
687,688,"See Metaphy
sics",1,"Metaphy
sics"
686,687,See Ossemens Fossilcs,1,Ossemens Fossilcs
677,678,See Moorcroft’s Journal,1,Moorcroft’s Journal
671,672,See the article Deluge,1,the article Deluge
672,673,See Globe,1,Globe
673,674,See Lecture 59,1,Lecture 59
674,675,See Denmark,1,Denmark
675,676,See History of Invent,1,History of Invent
676,677,See Menagii Observationes in Diogenem Laertium,1,Menagii Observationes in Diogenem Laertium
678,679,"See Poetical Re
mains of James I",1,"Poetical Re
mains of James I"
685,686,See Bahrein,1,Bahrein
679,680,See Heth,1,Heth
680,681,See Barry,1,Barry
681,682,See Harmonica,1,Harmonica
682,683,See Jugurtha,1,Jugurtha
683,684,See Dr Lingard’s Hist,1,Dr Lingard’s Hist
684,685,See ver,1,ver
632,633,"See Mo
ney - Table",1,"Mo
ney - Table"
630,631,See Minano,1,Minano
705,706,See Hypophora,1,Hypophora
575,576,See Railway,1,Railway
577,578,"See Annales des Sciences
Nat",1,"Annales des Sciences
Nat"
578,579,See Travels in Africa,1,Travels in Africa
579,580,See Simon’s History of Irish Coins,1,Simon’s History of Irish Coins
580,581,See Menandek,1,Menandek
581,582,See Biihr,1,Biihr
582,583,See Buenos Aykes,1,Buenos Aykes
583,584,"See his Anatomic Gen 'i ale-
PHYSIOLOGY",1,"his Anatomic Gen 'i ale-
PHYSIOLOGY"
584,585,See Peripteros,1,Peripteros
585,586,See Letter of the Secretary of the Treasury,1,Letter of the Secretary of the Treasury
586,587,"See his Anatomie Generate-
£
B
PHYSIOLOGY",1,"his Anatomie Generate-
£
B
PHYSIOLOGY"
587,588,See Euler,1,Euler
588,589,See Debt,1,Debt
589,590,See Pinkerton’s Lives of the Saints,1,Pinkerton’s Lives of the Saints
590,591,See Pseudo-Prostyle,1,Pseudo-Prostyle
591,592,See the subjoined table,1,the subjoined table
576,577,See Artillery,1,Artillery
574,575,See Orders of the House of Commons,1,Orders of the House of Commons
629,630,"See Biographic Universelle; Month
ly Revieiv",1,"Biographic Universelle; Month
ly Revieiv"
573,574,See Roman History,1,Roman History
558,559,See the article Phrenology,1,the article Phrenology
559,560,"See Ca
tullus",1,"Ca
tullus"
560,561,See the observations of Lieutenant Burnes,1,the observations of Lieutenant Burnes
561,562,See Prsef Ricchini ad Monetam,1,Prsef Ricchini ad Monetam
562,563,See Devil,1,Devil
563,564,See Baily’s Tables,1,Baily’s Tables
564,565,"See Geo
bogy",1,"Geo
bogy"
565,566,"See Moral
Philosophy",1,"Moral
Philosophy"
566,567,See Athenaeum for the 19th March 1836,1,Athenaeum for the 19th March 1836
567,568,See Stanhope,1,Stanhope
568,569,See article Physical Geography in this work,1,article Physical Geography in this work
569,570,See Petrifaction,1,Petrifaction
570,571,See Baking and BnEw-Bai fa,1,Baking and BnEw-Bai fa
571,572,See Mosaic Law,1,Mosaic Law
572,573,See an elaborate and learned Essay On the Paussidce,1,an elaborate and learned Essay On the Paussidce
592,593,See Sir John Shore’s Minute,1,Sir John Shore’s Minute
593,594,"See also Lewis’s
Philosophical Commerce of Arts ; Faraday’s Chemical Ma
nipulation ; Parke’s Chemical Essays ; Aikin’s Dictionary
of Chemistry; Tredgold on Warming and Ventilating
Buildings; Tredgold’s Account of the Steam-Engine;
Davies Gilbert",1,"also Lewis’s
Philosophical Commerce of Arts ; Faraday’s Chemical Ma
nipulation ; Parke’s Chemical Essays ; Aikin’s Dictionary
of Chemistry; Tredgold on Warming and Ventilating
Buildings; Tredgold’s Account of the Steam-Engine;
Davies Gilbert"
594,595,See Horace and Ovid,1,Horace and Ovid
595,596,See Dissertations Third and Fourth,1,Dissertations Third and Fourth
614,615,See Report of the Select Committee of the House of Commons on Transportation,1,Report of the Select Committee of the House of Commons on Transportation
615,616,See skeleton of the thorn-back (P,1,skeleton of the thorn-back (P
616,617,See Nos,1,Nos
617,618,See Marlborough,1,Marlborough
618,619,"See Etruria
and Etruscans",1,"Etruria
and Etruscans"
619,620,See Exchange,1,Exchange
620,621,"See also^Mac-
knight’s Harmony",1,"also^Mac-
knight’s Harmony"
621,622,See pp,1,pp
622,623,See <te,1,<te
623,624,"See the article Ho
mer",1,"the article Ho
mer"
624,625,See Leith,1,Leith
625,626,See Mineralogv and (jEology,1,Mineralogv and (jEology
626,627,See also Wolf,1,also Wolf
627,628,See Hiero,1,Hiero
628,629,See Gellius,1,Gellius
613,614,See the article Admiral),1,the article Admiral)
612,613,"See Douglas’ Survey of Selkirkshire ; the New Statistical
Account of Scotland",1,"Douglas’ Survey of Selkirkshire ; the New Statistical
Account of Scotland"
611,612,See Rlgne Animal,1,Rlgne Animal
602,603,"See Joint;
o knot ",1,"Joint;
o knot "
596,597,See Conchology,1,Conchology
597,598,See Man,1,Man
598,599,See Herod,1,Herod
599,600,"See Opuscida varia of Byn-
kershock",1,"Opuscida varia of Byn-
kershock"
600,601,See Ilor,1,Ilor
601,602,See Grammaticcc Latince Institutioncs,1,Grammaticcc Latince Institutioncs
603,604,See Cuvier,1,Cuvier
610,611,See also Lactant,1,also Lactant
604,605,See Appendix to the Second Report of the Select Committee on the Affairs of the East India Company,1,Appendix to the Second Report of the Select Committee on the Affairs of the East India Company
605,606,See Caesar de Bello Gallico,1,Caesar de Bello Gallico
606,607,See Angle and Geometry,1,Angle and Geometry
607,608,See some valuable papers on Art in Fiction,1,some valuable papers on Art in Fiction
608,609,See Pollux,1,Pollux
609,610,See Dreams,1,Dreams
704,705,See Diographie Lniverselle,1,Diographie Lniverselle
706,707,See the Art,1,the Art
556,557,See Lachmann,1,Lachmann
800,801,See an Essay on the Keduction of the Faculties of the Mind,1,an Essay on the Keduction of the Faculties of the Mind
802,803,See Duke,1,Duke
803,804,See Made,1,Made
804,805,See also Dejean s Catalogue,1,also Dejean s Catalogue
805,806,See Jury and Trial,1,Jury and Trial
806,807,See Mercantile Law,1,Mercantile Law
807,808,See also Durondel,1,also Durondel
808,809,See Poggendorf’s Annalen,1,Poggendorf’s Annalen
809,810,See 18 Edw,1,18 Edw
810,811,"See Jesus
Christ",1,"Jesus
Christ"
811,812,See Account of the Trig,1,Account of the Trig
812,813,See also Park’s Travels,1,also Park’s Travels
813,814,See Dr Plot’s Natural History of Staffordshire,1,Dr Plot’s Natural History of Staffordshire
814,815,See Reply to Mr Bosanqtiet's Observations on the Report of the Bullion Committee,1,Reply to Mr Bosanqtiet's Observations on the Report of the Bullion Committee
815,816,See Busbequii Epistola,1,Busbequii Epistola
816,817,See the Dissertations prefixed to this work,1,the Dissertations prefixed to this work
801,802,See Prob,1,Prob
799,800,See the Bridgewater Treatise on Animal and Vegetable Physiology,1,the Bridgewater Treatise on Animal and Vegetable Physiology
781,782,See Dynamics and Mechanics,1,Dynamics and Mechanics
798,799,"See the
article Cush",1,"the
article Cush"
783,784,"See Newton’s
Principia",1,"Newton’s
Principia"
784,785,"See the ar
ticle Brass",1,"the ar
ticle Brass"
785,786,See the articles Britain and Spain,1,the articles Britain and Spain
786,787,See Schotti Technica Curiosa,1,Schotti Technica Curiosa
787,788,See Prostyle,1,Prostyle
788,789,See Cartes,1,Cartes
789,790,See Archdeacon Blackburne’s Confessional,1,Archdeacon Blackburne’s Confessional
790,791,See also Theod,1,also Theod
791,792,See Incorporeal,1,Incorporeal
792,793,See Milligan’s Translation of Magendie,1,Milligan’s Translation of Magendie
793,794,"See likewise De principio
rerum naturalium ex mente Heracliti physici exercitatio",1,"likewise De principio
rerum naturalium ex mente Heracliti physici exercitatio"
794,795,See Parr,1,Parr
795,796,See Life-Preservers,1,Life-Preservers
796,797,See Emperor,1,Emperor
797,798,"See the Gentleman s Magazine; Chalmers’s edition of
the Biographical Dictionary",1,"the Gentleman s Magazine; Chalmers’s edition of
the Biographical Dictionary"
817,818,See the article Political Economy,1,the article Political Economy
818,819,See Note HH,1,Note HH
819,820,"See Hydro
statics",1,"Hydro
statics"
820,821,See N otes on King’s Origin of Evil,1,N otes on King’s Origin of Evil
839,840,"See Wreak
and Eye Navigation",1,"Wreak
and Eye Navigation"
840,841,See Mysteries,1,Mysteries
841,842,See Dr Hyde de Bel,1,Dr Hyde de Bel
842,843,See also Nonvellet Annates du Mus,1,also Nonvellet Annates du Mus
843,844,See Moral PniLOSopiiy,1,Moral PniLOSopiiy
844,845,See Avoirdupois,1,Avoirdupois
845,846,"See Ken
nedy’s Researches into the Nature and Affinity of Ancient
and Hindu Mythology",1,"Ken
nedy’s Researches into the Nature and Affinity of Ancient
and Hindu Mythology"
846,847,See \Vickliff,1,\Vickliff
847,848,See the Articles Bell-Rock Lighthouse,1,the Articles Bell-Rock Lighthouse
848,849,"See Mo
ral Philosophy",1,"Mo
ral Philosophy"
849,850,See Annales des Arts et Manufactures,1,Annales des Arts et Manufactures
850,851,See Chronometer,1,Chronometer
851,852,See Inca,1,Inca
852,853,See Ady,1,Ady
853,854,See Evidence of C,1,Evidence of C
838,839,See article on Law of Moiitality,1,article on Law of Moiitality
837,838,See Mendicity,1,Mendicity
836,837,See Tacitus,1,Tacitus
827,828,See Danube,1,Danube
821,822,See Organog,1,Organog
822,823,"See ""Virgil",1,"""Virgil"
823,824,See Kuster De Voce Media,1,Kuster De Voce Media
824,825,See the article Navigation,1,the article Navigation
825,826,See also Adams's Roman Antiquities,1,also Adams's Roman Antiquities
826,827,See Mezzotinto,1,Mezzotinto
828,829,See Journal of Science,1,Journal of Science
835,836,See Fate,1,Fate
829,830,See Acarus,1,Acarus
830,831,See Schol prop,1,Schol prop
831,832,See 0™™hology,1,0™™hology
832,833,See Abacus),1,Abacus)
833,834,See Guild,1,Guild
834,835,See Architecture and Building,1,Architecture and Building
782,783,See Phosphorite,1,Phosphorite
780,781,See Kajaago,1,Kajaago
707,708,"See Astronomical Tables and
Formulce",1,"Astronomical Tables and
Formulce"
725,726,See article Average,1,article Average
727,728,See page 75,1,page 75
728,729,See the article Cerf in the Diction,1,the article Cerf in the Diction
729,730,"See Murphy’s Life and Genius of Fielding; F 8
Chalmers’ Biog",1,"Murphy’s Life and Genius of Fielding; F 8
Chalmers’ Biog"
730,731,See Navigation Inland,1,Navigation Inland
731,732,See Pius II,1,Pius II
732,733,See Allegri,1,Allegri
733,734,See Chrysostom Homil,1,Chrysostom Homil
734,735,See Memoires de Fuuchc,1,Memoires de Fuuchc
735,736,"See a discussion on this
subject in Thunmann’s Untersuchungen finer die Ges-
chichte der ostlich Europ",1,"a discussion on this
subject in Thunmann’s Untersuchungen finer die Ges-
chichte der ostlich Europ"
736,737,See Acre,1,Acre
737,738,See Tableau du Commerce de I'Egypte avec VEurope,1,Tableau du Commerce de I'Egypte avec VEurope
738,739,See Mid er's Physiology,1,Mid er's Physiology
739,740,"See the article er-
Cyanometer",1,"the article er-
Cyanometer"
740,741,See Hieroglyphics,1,Hieroglyphics
741,742,"See Fabricii
the domestics of Herod",1,"Fabricii
the domestics of Herod"
726,727,See History of Java,1,History of Java
724,725,See Forster’s Voyage,1,Forster’s Voyage
779,780,See Account of the Family of Wren,1,Account of the Family of Wren
723,724,See Probabilities,1,Probabilities
708,709,See Memoir of a Map of Hindostan,1,Memoir of a Map of Hindostan
709,710,See Rope-Mak- cause them all to be guillotined at Paris,1,Rope-Mak- cause them all to be guillotined at Paris
710,711,"See Verd
Cape",1,"Verd
Cape"
711,712,"See Gori
This is a most able article",1,"Gori
This is a most able article"
712,713,"See P1fe fr°m the recent ^^ction of the generic tex-m'and Sll
CCCXL ",1,"P1fe fr°m the recent ^^ction of the generic tex-m'and Sll
CCCXL "
713,714,See India,1,India
714,715,"See Eng
land and Taxation",1,"Eng
land and Taxation"
715,716,See Fishery,1,Fishery
716,717,See Bachelor,1,Bachelor
717,718,See the article Cerutine,1,the article Cerutine
718,719,See Jaghire,1,Jaghire
719,720,See the works of Pasquier,1,the works of Pasquier
720,721,See Apophyge,1,Apophyge
721,722,See Post Office,1,Post Office
722,723,See Cross-bow,1,Cross-bow
742,743,See British Binliography,1,British Binliography
743,744,"See Monop-
teros",1,"Monop-
teros"
744,745,See Barbadoes,1,Barbadoes
745,746,See also Hennert’s Cursus Matheseos applicata:,1,also Hennert’s Cursus Matheseos applicata:
764,765,See Aldston-Moor,1,Aldston-Moor
765,766,See likewise Archdeacon Blaekburne’s Confessional,1,likewise Archdeacon Blaekburne’s Confessional
766,767,See Account of the Tusseh and Arrindy silk worms of Bengal,1,Account of the Tusseh and Arrindy silk worms of Bengal
767,768,See the article Balance (vol,1,the article Balance (vol
768,769,See the article Arts,1,the article Arts
769,770,See the valuable Report of this Committee (Session 1838); also the Edinburgh Review,1,the valuable Report of this Committee (Session 1838); also the Edinburgh Review
770,771,See Protector,1,Protector
771,772,See Polar Seas,1,Polar Seas
772,773,See likewise Duck de Usu et Authoritate Juris Civilis,1,likewise Duck de Usu et Authoritate Juris Civilis
773,774,See an abstract of his views in the Diction,1,an abstract of his views in the Diction
774,775,See Guizot’s Lectures on European Civilization,1,Guizot’s Lectures on European Civilization
775,776,See Asiatic Researches,1,Asiatic Researches
776,777,See Accommodation,1,Accommodation
777,778,See An Account of the disease lately prevalent in the General Penitentiary,1,An Account of the disease lately prevalent in the General Penitentiary
778,779,See Document No,1,Document No
763,764,"See Stewart’s
Philosophy of the Active Powers",1,"Stewart’s
Philosophy of the Active Powers"
762,763,See Hedera,1,Hedera
761,762,See Hist,1,Hist
752,753,See Curzola,1,Curzola
746,747,See •,1,•
747,748,See Foundery,1,Foundery
748,749,"See Rees’s South Wales; Malkin’s Scenery of South
rales ; Parliamentary Returns",1,"Rees’s South Wales; Malkin’s Scenery of South
rales ; Parliamentary Returns"
749,750,See General Zoology,1,General Zoology
750,751,See our present article,1,our present article
751,752,"See Amol
a station inferior to her own",1,"Amol
a station inferior to her own"
753,754,See 2 Macc,1,2 Macc
760,761,"See Henshall’s Disquisition prefixed to his edition of the Gothic
Gospel of St Matthew",1,"Henshall’s Disquisition prefixed to his edition of the Gothic
Gospel of St Matthew"
754,755,See Carey,1,Carey
755,756,See Fusee,1,Fusee
756,757,"See Biographic JJni-
verselle",1,"Biographic JJni-
verselle"
757,758,See Enharmonic,1,Enharmonic
758,759,See the Ossemens Fossiles,1,the Ossemens Fossiles
759,760,"See also Philosophical Ma
gazine for April 1825",1,"also Philosophical Ma
gazine for April 1825"
557,558,See Vienna,1,Vienna
555,556,"See Baily’s
Astronomical Tables",1,"Baily’s
Astronomical Tables"
855,856,See Dipyre,1,Dipyre
350,351,See Motapa,1,Motapa
352,353,See Wheatley’s Observations on Modern Gardening,1,Wheatley’s Observations on Modern Gardening
353,354,"See Philosophical Magazine for April
1832",1,"Philosophical Magazine for April
1832"
354,355,See Bridgewater Treatise,1,Bridgewater Treatise
355,356,See Note DD,1,Note DD
356,357,See also Nat,1,also Nat
357,358,See Bostoek on Respiration,1,Bostoek on Respiration
358,359,See Nashe’s Survey of Worcestershire : Pitt’s Agricultural Survey; Brewer’s Worcestershire,1,Nashe’s Survey of Worcestershire : Pitt’s Agricultural Survey; Brewer’s Worcestershire
359,360,See the article Hygrometry,1,the article Hygrometry
360,361,See Dr Campbell’s Translation of the Gospels,1,Dr Campbell’s Translation of the Gospels
361,362,See Sturgeon’s Annals of Chemistry,1,Sturgeon’s Annals of Chemistry
362,363,"See also the Memoirs of the Mathema
tical Class for 1810",1,"also the Memoirs of the Mathema
tical Class for 1810"
363,364,See Episcopacy,1,Episcopacy
364,365,"See Binlio
graphy",1,"Binlio
graphy"
365,366,See Fre'zier,1,Fre'zier
